date,text
2022-11-07 12:13:00,블록딜 할꺼냐
2022-11-07 08:06:00,딸년내세워서
2022-11-05 17:12:00,바이오팜 18만대  입니다
2022-11-05 01:29:00,Sk 아파트
2022-11-04 14:24:00,미안하다 했다
2022-11-04 13:25:00,엔씨소프트도 반등할려고 하는데
2022-11-04 11:46:00,보거라
2022-11-03 17:32:00,외국인들
2022-11-03 16:00:00,팜테코
2022-11-03 14:04:00,신한
2022-11-03 14:03:00,14층에 물렸는데
2022-11-03 13:56:00,매출2천억에 적자천억짜리가 4조
2022-11-03 09:26:00,대국민 공모사기
2022-11-02 18:57:00,상한가 한번가 보자
2022-11-02 17:25:00,공매도 금지 국민 청원 곳에도 올려 주세요 힘을 모아 주세요
2022-11-02 15:18:00,의료기기 특히 발작 사전 인지 기기  멋찌다
2022-11-02 13:13:00,이게 얼마만에 올라서 앞자리가 바뀐거냐대단해
2022-11-02 12:42:00,매수할려면 내년에 사라
2022-11-02 12:20:00,한달 외인30만주 매수
2022-11-02 12:16:00,평단 
2022-11-02 12:00:00,따상
2022-11-02 11:24:00,평단 13만5천
2022-11-02 10:35:00,11월 MSCI 편입 편출 종목 예상
2022-11-02 10:27:00,오후에 쳐 흐르지말고
2022-11-02 10:20:00,뭔일이야
2022-11-02 10:06:00,드디어
2022-11-02 10:01:00,월봉 도지 보고들어와서5프로수익중
2022-11-02 09:02:00,아싸 오늘 음봉이다
2022-11-01 17:05:00,이번주까지만 오르고 경착륙 할거다
2022-11-01 19:53:00,이번주까지만 오르고 경착륙 할거다
2022-11-01 12:44:00,직진한다
2022-11-01 12:33:00,필독부자되는 방법
2022-11-01 11:41:00,이태원참사
2022-11-01 11:31:00,오르긴 오르는데
2022-11-01 10:54:00,심심해서 놀러왔습니다
2022-11-01 10:40:00,회사는  판매 연결  회사에 재고만 안쌓인다면
2022-11-01 09:08:00,신한출몰
2022-11-01 07:29:00,인생주식 담는다
